label,message
ham,UJ reminder: Your exam is scheduled for today. Check your student portal.
promotional,Exclusive offer from Checkers: back-to-school available now in Pretoria!
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Lerato
social,"Got plans for after work? Join us at Nandos. Cheers, Tasha"
social,Miss you! Let's link up during lunch near your place. Themba
promotional,Save big at MTN Pretoria. weekend ends end of month.
promotional,This weekend only: BOGO at MTN stores near Durban.
promotional,Don't miss out! Pick n Pay has a BOGO deal at Cape Town until today.
promotional,Don't miss out! Checkers has a limited-time deal at Cape Town until next Friday.
social,"Got plans for this Saturday? Join us at UJ Library. Cheers, Themba"
promotional,Shop now at Capitec Polokwane for weekend till next Friday!
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
spam,Don't miss out on Forex Profits. Call +27600012345 to secure funds today.
ham,NWU reminder: Your class is scheduled for next Friday. Check your student portal.
promotional,Exclusive offer from Pick n Pay: special available now in Soweto!
ham,NWU: Fee payment deadline is 31 May. Please pay promptly.
ham,Important: Stellenbosch class cancellations on today. Check emails.
social,Howzit? Meeting at Gold Reef this this Saturday? Let me know. Tasha
ham,Wits reminder: Your fee deadline is scheduled for next Friday. Check your student portal.
social,"Yo Tasha, you coming to Nandos this this weekend?"
ham,Important: Stellenbosch class cancellations on tomorrow. Check emails.
social,"Yo Themba, you coming to Gold Reef this this Saturday?"
promotional,Don't miss out! Vodacom has a limited-time deal at Pretoria until this weekend.
social,Howzit? Meeting at Gold Reef this this weekend? Let me know. Sipho
promotional,Shop now at Pick n Pay Sandton for weekend till today!
social,Hey! Let's catch up after work at Menlyn. Been too long! Sipho
social,Howzit? Meeting at UJ Library this this Saturday? Let me know. Zinhle
social,Hey! Let's catch up after work at Gold Reef. Been too long! Tasha
ham,Wits: Fee payment deadline is this weekend. Please pay promptly.
ham,Important: UNISA class cancellations on this weekend. Check emails.
ham,Campus update from UCT: fee deadline changes for end of month. Stay informed.
promotional,Save big at Capitec Pretoria. 50% off ends tomorrow.
social,Miss you! Let's link up during lunch near Gautrain. Sipho
ham,Important: NWU class cancellations on today. Check emails.
ham,Important: UCT class cancellations on this weekend. Check emails.
ham,Important: Wits class cancellations on this weekend. Check emails.
promotional,Don't miss out! Shoprite has a back-to-school deal at Polokwane until 31 May.
promotional,Don't miss out! Pick n Pay has a weekend deal at Soweto until this weekend.
spam,Exclusive Forex Profits offer for you. Act fast! Call +27631234567 now.
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27631234567 now.
promotional,Exclusive offer from Pick n Pay: 50% off available now in Pretoria!
social,"Got plans for after work? Join us at Gautrain. Cheers, Sipho"
social,"Yo Tasha, you coming to UJ Library this on Heritage Day?"
promotional,Don't miss out! Checkers has a BOGO deal at Soweto until next Friday.
social,"Yo Sipho, you coming to Nandos this during lunch?"
ham,UNISA reminder: Your class is scheduled for tomorrow. Check your student portal.
social,"Got plans for after work? Join us at Gold Reef. Cheers, Themba"
social,Hey! Let's catch up this Saturday at your place. Been too long! Tasha
promotional,Exclusive offer from Capitec: limited-time available now in Polokwane!
ham,UCT: Fee payment deadline is next Friday. Please pay promptly.
ham,Don't forget your tutorial at UJ on end of month. All the best!
ham,Important: Rhodes class cancellations on today. Check emails.
social,Howzit? Meeting at Menlyn this this Saturday? Let me know. Tasha
promotional,Save big at Shoprite Soweto. weekend ends next Friday.
ham,Wits: Fee payment deadline is this weekend. Please pay promptly.
promotional,Shop now at Checkers Sandton for 50% off till 31 May!
social,Miss you! Let's link up this Saturday near Nandos. Themba
social,Hey! Let's catch up on Heritage Day at UJ Library. Been too long! Lerato
ham,UCT reminder: Your fee deadline is scheduled for end of month. Check your student portal.
social,Miss you! Let's link up this Saturday near your place. Zinhle
social,"Yo Sipho, you coming to your place this on Heritage Day?"
promotional,This weekend only: special at Woolworths stores near Sandton.
promotional,Save big at MTN Pretoria. special ends this weekend.
social,Miss you! Let's link up after work near Nandos. Sipho
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
social,Miss you! Let's link up on Heritage Day near UJ Library. Tasha
spam,Exclusive Free Bursary offer for you. Act fast! Call +27600012345 now.
promotional,Don't miss out! Vodacom has a weekend deal at Pretoria until next Friday.
social,"Got plans for this Saturday? Join us at Gold Reef. Cheers, Tasha"
ham,Don't forget your res meeting at Rhodes on next Friday. All the best!
ham,Important: NWU class cancellations on next Friday. Check emails.
ham,Important: UP class cancellations on this weekend. Check emails.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
social,Hey! Let's catch up on Heritage Day at Nandos. Been too long! Lerato
social,Hey! Let's catch up after work at Nandos. Been too long! Themba
ham,UNISA: Fee payment deadline is end of month. Please pay promptly.
promotional,Save big at Capitec Sandton. BOGO ends today.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27831234567 now.
promotional,Shop now at Pick n Pay Sandton for back-to-school till end of month!
promotional,Don't miss out! MTN has a 50% off deal at Soweto until end of month.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27765432100.
ham,UCT: Fee payment deadline is end of month. Please pay promptly.
promotional,Save big at Checkers Cape Town. special ends this weekend.
social,Miss you! Let's link up this Saturday near Gautrain. Zinhle
social,"Yo Lerato, you coming to Gautrain this during lunch?"
ham,Don't forget your fee deadline at Rhodes on next Friday. All the best!
ham,Don't forget your exam at UJ on today. All the best!
promotional,Shop now at Shoprite Pretoria for 50% off till end of month!
promotional,Shop now at Pick n Pay Polokwane for BOGO till end of month!
promotional,Save big at MTN Soweto. weekend ends tomorrow.
social,Hey! Let's catch up this weekend at your place. Been too long! Sipho
social,"Got plans for on Heritage Day? Join us at UJ Library. Cheers, Tasha"
social,Howzit? Meeting at your place this during lunch? Let me know. Lerato
social,Hey! Let's catch up this weekend at Nandos. Been too long! Sipho
ham,Rhodes: Fee payment deadline is end of month. Please pay promptly.
promotional,This weekend only: back-to-school at Woolworths stores near Polokwane.
ham,UNISA: Fee payment deadline is next Friday. Please pay promptly.
social,Howzit? Meeting at Gold Reef this this weekend? Let me know. Tasha
social,Howzit? Meeting at UJ Library this after work? Let me know. Tasha
social,"Yo Lerato, you coming to Gautrain this this weekend?"
social,"Got plans for after work? Join us at Menlyn. Cheers, Tasha"
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27791234567. RICA rules apply.
ham,Important: UCT class cancellations on end of month. Check emails.
social,"Yo Zinhle, you coming to UJ Library this this Saturday?"
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27765432100.
social,Howzit? Meeting at Nandos this on Heritage Day? Let me know. Lerato
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Sipho"
promotional,This weekend only: 50% off at Shoprite stores near Polokwane.
social,Miss you! Let's link up this Saturday near your place. Themba
ham,Important: Rhodes class cancellations on this weekend. Check emails.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27600012345 for pricing.
spam,Exclusive Forex Profits offer for you. Act fast! Call +27791234567 now.
promotional,Shop now at Vodacom Sandton for back-to-school till today!
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Themba"
ham,Don't forget your class at NWU on next Friday. All the best!
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27765432100 now.
ham,UJ: Fee payment deadline is tomorrow. Please pay promptly.
social,Miss you! Let's link up after work near Nandos. Sipho
social,"Yo Sipho, you coming to UJ Library this after work?"
ham,Important: UNISA class cancellations on 31 May. Check emails.
ham,Stellenbosch: Fee payment deadline is end of month. Please pay promptly.
promotional,Shop now at Woolworths Polokwane for limited-time till 31 May!
ham,UCT: Fee payment deadline is next Friday. Please pay promptly.
ham,UJ: Fee payment deadline is tomorrow. Please pay promptly.
promotional,Exclusive offer from Checkers: 50% off available now in Pretoria!
ham,Don't forget your res meeting at Wits on end of month. All the best!
social,Miss you! Let's link up on Heritage Day near UJ Library. Zinhle
promotional,Don't miss out! Woolworths has a limited-time deal at Cape Town until today.
spam,Don't miss out on Forex Profits. Call +27831234567 to secure funds today.
social,"Got plans for during lunch? Join us at Gautrain. Cheers, Zinhle"
social,"Got plans for this weekend? Join us at Gautrain. Cheers, Themba"
promotional,Don't miss out! Capitec has a BOGO deal at Cape Town until tomorrow.
ham,Don't forget your class at Wits on this weekend. All the best!
social,Miss you! Let's link up on Heritage Day near your place. Tasha
promotional,This weekend only: 50% off at Checkers stores near Cape Town.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27765432100 now.
ham,Important: Rhodes class cancellations on tomorrow. Check emails.
promotional,Save big at Vodacom Sandton. limited-time ends tomorrow.
social,"Got plans for on Heritage Day? Join us at Gold Reef. Cheers, Lerato"
spam,Exclusive Forex Profits offer for you. Act fast! Call +27791234567 now.
social,"Got plans for this weekend? Join us at UJ Library. Cheers, Lerato"
social,Howzit? Meeting at your place this on Heritage Day? Let me know. Themba
spam,Don't miss out on Free Bursary. Call +27631234567 to secure funds today.
ham,UNISA reminder: Your tutorial is scheduled for tomorrow. Check your student portal.
promotional,This weekend only: limited-time at Pick n Pay stores near Polokwane.
promotional,This weekend only: weekend at Shoprite stores near Pretoria.
social,"Yo Lerato, you coming to Menlyn this after work?"
promotional,Exclusive offer from Shoprite: BOGO available now in Durban!
promotional,Don't miss out! Pick n Pay has a back-to-school deal at Polokwane until this weekend.
ham,UNISA reminder: Your assignment is scheduled for 31 May. Check your student portal.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27765432100.
ham,UNISA reminder: Your exam is scheduled for end of month. Check your student portal.
promotional,This weekend only: 50% off at Vodacom stores near Cape Town.
